wavelength[nm], flux
451.84, 2.4660e-12
451.98, 2.4220e-12
452.12, 2.4060e-12
452.26, 2.4020e-12
452.40, 2.3990e-12
452.54, 2.3850e-12
452.68, 2.3720e-12
452.82, 2.3130e-12
452.96, 2.3120e-12
453.10, 2.3300e-12
453.24, 2.3250e-12
453.38, 2.3100e-12
453.52, 2.2990e-12
453.66, 2.3340e-12
453.80, 2.4120e-12
453.94, 2.4650e-12
454.08, 2.4610e-12
454.22, 2.4340e-12
454.36, 2.4400e-12
454.50, 2.4460e-12
454.64, 2.4290e-12
454.78, 2.3790e-12
454.92, 2.3040e-12
455.06, 2.2800e-12
455.20, 2.3230e-12
455.34, 2.3250e-12
455.48, 2.2820e-12
455.62, 2.2660e-12
455.76, 2.3040e-12
455.90, 2.3400e-12
456.04, 2.3700e-12
456.18, 2.4000e-12
456.32, 2.3630e-12
456.46, 2.3480e-12
456.60, 2.3630e-12
456.74, 2.3630e-12
456.88, 2.3910e-12
457.02, 2.4170e-12
457.16, 2.4110e-12
457.30, 2.3840e-12
457.44, 2.4060e-12
457.58, 2.4500e-12
457.72, 2.4510e-12
457.86, 2.4240e-12
458.00, 2.3890e-12
458.14, 2.3540e-12
458.28, 2.3020e-12
458.42, 2.2640e-12
458.56, 2.2730e-12
458.70, 2.3140e-12
458.84, 2.3210e-12
458.98, 2.3200e-12
459.12, 2.3510e-12
459.26, 2.3810e-12
459.40, 2.3930e-12
459.54, 2.3840e-12
459.68, 2.3960e-12
459.82, 2.4220e-12
459.96, 2.4330e-12
460.10, 2.4210e-12
460.24, 2.3970e-12
460.38, 2.4000e-12
460.52, 2.4200e-12
460.66, 2.4350e-12
460.80, 2.4300e-12
460.94, 2.4160e-12
461.08, 2.4150e-12
461.22, 2.4120e-12
461.36, 2.4290e-12
461.50, 2.4110e-12
461.64, 2.4020e-12
461.78, 2.4120e-12
461.92, 2.3770e-12
462.06, 2.3600e-12
462.20, 2.3830e-12
462.34, 2.4160e-12
462.48, 2.4620e-12
462.62, 2.4570e-12
462.76, 2.4480e-12
462.90, 2.4050e-12
463.04, 2.3760e-12
463.18, 2.4170e-12
463.32, 2.4190e-12
463.46, 2.3770e-12
463.60, 2.3380e-12
463.74, 2.3120e-12
463.88, 2.3560e-12
464.02, 2.4170e-12
464.16, 2.4250e-12
464.30, 2.4100e-12
464.44, 2.3910e-12
464.58, 2.3800e-12
464.72, 2.3660e-12
464.86, 2.3420e-12
465.00, 2.3360e-12
465.14, 2.3390e-12
465.28, 2.3330e-12
465.42, 2.3590e-12
465.56, 2.3240e-12
465.70, 2.3410e-12
465.84, 2.3410e-12
465.98, 2.3830e-12
466.12, 2.4110e-12
466.26, 2.3970e-12
466.40, 2.4300e-12
466.54, 2.4260e-12
466.68, 2.3700e-12
466.82, 2.3160e-12
466.96, 2.3140e-12
467.10, 2.3370e-12
467.24, 2.3520e-12
467.38, 2.4080e-12
467.52, 2.4370e-12
467.66, 2.4330e-12
467.80, 2.4270e-12
